Duration,Title,Published_date,Views,Likes,Comments,Type
60.0,🧩 Os Puzzles de Sillent Hill 2 são sacanagem de bem feito #Cellbit #EnigmaDoMedo #Puzzles,2024-12-09,2774,339,1,Short
67.0,"Aqui estamos falando dos primórdios do Youtube, só Old School 🦖#DavyJones #Cellbit #EnigmaDoMedo",2024-12-09,7944,709,5,Short
57.0,Aproveite para conhecer os jogos e benefícios do PC GAME PASS!,2024-12-09,1222,168,2,Short
5584.0,O JOGO da DISCÓRDIA com IGOR 3K e GIAN: SUPER MARIO PARTY JAMBOREE — #flowgames,2024-12-07,39180,2836,19,Live
40.0,Então esse é o MELHOR JOGO (da #Rockstar) de TODOS OS TEMPOS?! 👀🔥 #GrupoFlowCCXP,2024-12-07,17872,1970,48,Short
6056.0,"CADÊ O GTA 6, ROCKSTAR?? E os 30 ANOS do PLAYSTATION - #FGN #156",2024-12-07,89797,6790,94,Live
38.0,Será que o raio vai cair duas vezes no mesmo lugar? #FlowGamesAwards #GTA6noFlowGames,2024-12-06,4793,378,3,Short
59.0,Você acredita que a IA já tá NESSE NÍVEL?! 👀🚨 #ai #inteligenciaartificial,2024-12-04,7927,522,2,Short
57.0,O Elon Musk agora vai começar a fazer GAMES?! 👀🚨 #ElonMusk #games #tesla,2024-12-03,4605,402,4,Short
57.0,#GTA6: PODE SER HOJE?! 🚨🚨,2024-12-03,7507,648,29,Short
9440.0,"Gameplay O ENIGMA DO MEDO, o jogo brasileiro do CELLBIT — #flowgames",2024-12-03,50396,3510,46,Live
47.0,Existe uma CONTAGEM REGRESSIVA pra #GTA6! 👀🚨#gta #rockstar,2024-12-02,6674,452,5,Short
1121.0,PRECISAMOS FALAR SOBRE S.T.A.L.K.E.R 2!,2024-11-30,30051,3082,220,Short
10770.0,A cópia mais ABSURDA dos ÚLTIMOS TEMPOS e ELON MUSK produzindo JOGOS? - #FGN #155,2024-11-30,109111,6557,107,Live
771.0,NOVO PLAYSTATION PORTÁTIL RODANDO PS5? - FGN Direct #006,2024-11-30,23737,2408,85,Short
20.0,"SOLTA ALGUMA COISA NOVA AÍ, ROCKSTAR! 👀🔥 #GTA6 #Rockstar #gtavi",2024-11-29,5250,382,18,Short
60.0,"DENÚNCIA 🚨: Se você ainda não conhece a LENDÁRIA PIRACITY, você é MALUCO! #Minecraft",2024-11-29,44683,2828,31,Short
7669.0,OS MELHORES PERSONAGENS DE DIABLO IV ft. VIGIABR E LUCKY - #flowgames #129,2024-11-28,10696,630,8,Live
6656.0,"KALA, CEO da ISURUS: vem aí um NOVO DESAFIANTE para a LTA!  — #MD3 #200",2024-11-27,11081,737,17,Live
42.0,FOI DADA A LARGADA! 🚨! Vote nos melhores do ano e escreva a história com a gente!🔥🏆 #FlowGamesAwards,2024-11-27,2864,340,5,Short
1741.0,TOKYO COMO VOCÊ NUNCA VIU ANTES! #flowgames,2024-11-26,29006,2353,51,Short
60.0,Final Fantasy 14 vai sair pra mobile e Cyberpunk 2077 não tem PSSR?! 👀🚨  #GGNews,2024-11-26,4967,524,6,Short
56.0,GTA 6 PROMETE SER COMPLETAMENTE ALUCINANTE! 🔥🚨 #GTA6 #GTA #GTAVI,2024-11-26,5310,535,10,Short
10865.0,Os MELHORES JOGOS de SOBREVIVÊNCIA  — Ranking Flow Games #06,2024-11-26,76825,5167,67,Live
57.0,"Até hoje, nada chegou perto do realismo de Red Dead Redemption 2?! 👀🔥#reddeadredemption2 #rdr2",2024-11-25,98741,7074,98,Short
53.0,É DO MEU AGRADO INFORMAR QUE GTA TRILOGY FINALMENTE FOI CONSERTADO! 🚨⚡#GTA #GTATrilogy #Rockstar,2024-11-25,62677,6725,23,Short
10616.0,SONY vai COMPRAR o ELDEN RING?  - #FGN #154,2024-11-23,123150,7312,161,Live
775.0,MELHOR JOGO ANO É ANUNCIADO! - FGN Direct #005,2024-11-23,18990,2409,71,Short
