Duration,Title,Published_date,Views,Likes,Comments,Type
34.0,Botafogo campeão?? #botafogo #palmeiras #fluminense #brasileirão,2024-12-08,24213,1359,16,Short
23.0,OS DEUSES DO FUTEBOL QUEREM EMOÇÃO!! 🤩🔥 #bragantino #brasileirão,2024-12-08,37764,2720,11,Short
59.0,Está montado o elenco do filme do Flow! O casting mais ALEATÓRIO da história do cinema 😂,2024-12-08,6425,588,4,Short
31.0,O FIM DE UMA ERA! 🥹 #gabigol #flamengo,2024-12-08,3654,490,4,Short
10.0,Pelo menos isso né? 😂 #atleticomineiro #galo #cruzeiro,2024-12-08,6623,560,16,Short
73.0,O ATLÉTICO-MG vai cair para a SÉRIE B? #atleticomineiro #galo #serieb,2024-12-08,3861,318,6,Live
54.0,QUAL PERSONAGEM SERIA BOTAFOGUENSE?? 🤔😂 Eles mandaram bem nas escolhas dos times? #GrupoFlowCCP,2024-12-08,17511,986,3,Short
67.0,TITE DESPREZOU O GABIGOL? #gabigol #tite #flamengo #GrupoFlowCCXP,2024-12-07,3237,195,1,Live
37.0,"QUE ISSO, QUE GOLAÇO!! 😮‍💨😮‍💨 #fifa #eafc #GrupoFlowCCXP",2024-12-07,5378,312,1,Short
54.0,"IMBATÍVEL, TÁ? 🎮😮‍💨 #GrupoFlowCCXP",2024-12-07,4133,224,1,Short
2868.0,DAVY & CAIO vs IGOR & MATHEUS - FSC ALL SPORTS CHAMP - FSC React,2024-12-07,25139,1983,28,Live
97.0,O SÃO PAULO TEM QUE ENTREGAR o jogo pro BOTAFOGO?! #sãopaulo #palmeiras #botafogo #GrupoFlowCCXP,2024-12-07,4172,285,13,Live
9.0,TORCEDOR LÚCIDO OU LUNÁTICO? 🧐😂#corinthians #yurialberto #memphisdepay #GrupoFlowCCXP,2024-12-07,5200,367,27,Short
67.0,CONCORDA COM AS COMPARAÇÕES?? Que analogias você faria? 🤩🫵 #GrupoFlowCCXP,2024-12-07,6338,441,0,Live
